index,title,platform,creator_name,creator_url,source_url,embed_url,thumbnail_url,github_url,categories,source_type,embed_status,publication_status,weight,collected_from,collected_category,collected_at,description,open_url,status,registered_project_id
95,"US Unemployment Rates by Age, Gender and Race / Ethnicity",Looker Studio,Daniel Waisberg,https://online-behavior.com/author/daniel-waisberg,https://datastudio.google.com/reporting/0B-rCydtEraEOeG5fcUl4bGxiTjQ/page/dnO,,https://datastudio.google.com/reporting/0B-rCydtEraEOeG5fcUl4bGxiTjQ/thumbnail?sz=w320-h240-p-k-nu,,Community,curated,unverified,review,50000,https://datastudio.google.com/gallery?category=community,Community,2026-08-11T11:34:43,"This visualization uses data from the US Bureau of Labor Statistics to show trends in US Unemployment Rates segmented by Age, Gender and Race / Ethnicity.",https://datastudio.google.com/open/0B-rCydtEraEOeG5fcUl4bGxiTjQ,skipped_embed_access_disabled,
98,"Audience, Acquisition, Behaviour, Conversion (AABC) Report",Looker Studio,Data Runs Deep,http://www.datarunsdeep.com.au/,https://datastudio.google.com/reporting/1lK4qQV1orRoyd1s_mYeNt-Mbye4f40YT/page/sfjO,,https://datastudio.google.com/reporting/1lK4qQV1orRoyd1s_mYeNt-Mbye4f40YT/thumbnail?sz=w320-h240-p-k-nu,,Community,curated,unverified,review,20000,https://datastudio.google.com/gallery?category=community,Community,2026-08-11T11:35:20,"View Audience, Acquisition, Behaviour & Conversions in one simple report.",https://datastudio.google.com/open/1lK4qQV1orRoyd1s_mYeNt-Mbye4f40YT,skipped_embed_access_disabled,
99,Web Analytics Dashboard,Looker Studio,DigitalSasi,http://digitalsasi.com/,https://datastudio.google.com/reporting/1_TRiGmfJrdR5jdSoX9vV1brQu_THXNae/page/7xDO,,https://datastudio.google.com/reporting/1_TRiGmfJrdR5jdSoX9vV1brQu_THXNae/thumbnail?sz=w320-h240-p-k-nu,,Community,curated,unverified,review,10000,https://datastudio.google.com/gallery?category=community,Community,2026-08-11T11:35:32,"Web Analytics dashboard to visualize Google Analytics (including Goals, Events), Google Adwords and Search Console.",https://datastudio.google.com/open/1_TRiGmfJrdR5jdSoX9vV1brQu_THXNae,skipped_embed_system_error,
101,HR Dashboard,Looker Studio,OrgWeaver,https://orgweaver.com/,,,https://datastudio.google.com/reporting/1tNpU4y3cTdDlOij63gSB9XpxVpZ0NdjD/thumbnail?sz=w320-h240-p-k-nu,,Community,curated,unverified,review,0,https://datastudio.google.com/gallery?category=community,Community,2026-08-11T11:35:58,Analyze ways to improve an organization design with this HR Dashboard created using OrgWeaver org chart data.,https://datastudio.google.com/open/1tNpU4y3cTdDlOij63gSB9XpxVpZ0NdjD,skipped_missing_report,
102,Informe de Control para ONG | Market Inclusion,Looker Studio,Market Inclusion,https://www.marketinclusion.com/,https://datastudio.google.com/reporting/19sKGAU44X6fZ4uP4g83k53RXNhgjA4kP/page/uwyN,,https://datastudio.google.com/reporting/19sKGAU44X6fZ4uP4g83k53RXNhgjA4kP/thumbnail?sz=w320-h240-p-k-nu,,Community,curated,unverified,review,0,https://datastudio.google.com/gallery?category=community,Community,2026-08-11T11:36:04,Encontrarás toda la información referente al estado de las campañas publicitarias a través de Google AdWords y del comportamiento del usuario en las páginas de destino de tu ONG gracias a Google Analytics.,https://datastudio.google.com/open/19sKGAU44X6fZ4uP4g83k53RXNhgjA4kP,skipped_embed_access_disabled,
103,Google Analytics Web Performance,Looker Studio,Zima Media,https://zimamedia.com/,https://datastudio.google.com/reporting/0B5p5YUm0x8Hgck5QTWE0QWRodTg/page/RZDI,,https://datastudio.google.com/reporting/0B5p5YUm0x8Hgck5QTWE0QWRodTg/thumbnail?sz=w320-h240-p-k-nu,,Community,curated,unverified,review,0,https://datastudio.google.com/gallery?category=community,Community,2026-08-11T11:36:16,This report displays simple metrics about website performance,https://datastudio.google.com/open/0B5p5YUm0x8Hgck5QTWE0QWRodTg,skipped_embed_system_error,
110,Congressional Healthcare Benefits,Looker Studio,Exoterik Media,http://www.exoterikmedia.com/,https://datastudio.google.com/reporting/1rc3X7cOrDkndJS3ZAS2b2BM0iMvHX77l/page/ZOY6,,https://datastudio.google.com/reporting/1rc3X7cOrDkndJS3ZAS2b2BM0iMvHX77l/thumbnail?sz=w320-h240-p-k-nu,,Community,curated,unverified,review,0,https://datastudio.google.com/gallery?category=community,Community,2026-08-11T11:37:46,Learn what healthcare benefits US Federal employees have,https://datastudio.google.com/open/1rc3X7cOrDkndJS3ZAS2b2BM0iMvHX77l,skipped_embed_access_disabled,
111,Soccer Analytics Report for European Leagues,Looker Studio,iddaakolik.com,http://www.iddaakolik.com/,https://datastudio.google.com/reporting/0B-DXZSNJUZEaWWdqcDZrYWNDZjQ/page/hqcH,,https://datastudio.google.com/reporting/0B-DXZSNJUZEaWWdqcDZrYWNDZjQ/thumbnail?sz=w320-h240-p-k-nu,,Community,curated,unverified,review,0,https://datastudio.google.com/gallery?category=community,Community,2026-08-11T11:37:58,Analyze betting odds across European Soccer League teams,https://datastudio.google.com/open/0B-DXZSNJUZEaWWdqcDZrYWNDZjQ,skipped_embed_system_error,
112,Digital marketing plan overview,Looker Studio,Matteo Sorba,https://calibra.co/,https://datastudio.google.com/reporting/0B2UPWABnojbNeVJLSWJCRjd3TW8/page/1M,,https://datastudio.google.com/reporting/0B2UPWABnojbNeVJLSWJCRjd3TW8/thumbnail?sz=w320-h240-p-k-nu,,Community,curated,unverified,review,0,https://datastudio.google.com/gallery?category=community,Community,2026-08-11T11:38:10,A high level overview of Google Analytics data,https://datastudio.google.com/open/0B2UPWABnojbNeVJLSWJCRjd3TW8,skipped_embed_system_error,
113,Your Main Simple Dashboard,Looker Studio,IT Tech BuZ,http://ittechbuz.com/,https://datastudio.google.com/reporting/0B6kVJH4fgWj8OVF6LUhBVUVwU0k/page/E93C,,https://datastudio.google.com/reporting/0B6kVJH4fgWj8OVF6LUhBVUVwU0k/thumbnail?sz=w320-h240-p-k-nu,,Community,curated,unverified,review,0,https://datastudio.google.com/gallery?category=community,Community,2026-08-11T11:38:22,Quickly see your Google Analytics data using the GA data control,https://datastudio.google.com/open/0B6kVJH4fgWj8OVF6LUhBVUVwU0k,skipped_embed_access_disabled,
115,Digital Economy and Society in Europe & Turkey,Looker Studio,SEM,http://www.semtr.com/,https://datastudio.google.com/reporting/0B1gVdNP94twYam1JVWwzN3hMZDA/page/pBnC,,https://datastudio.google.com/reporting/0B1gVdNP94twYam1JVWwzN3hMZDA/thumbnail?sz=w320-h240-p-k-nu,,Community,curated,unverified,review,0,https://datastudio.google.com/gallery?category=community,Community,2026-08-11T11:38:46,Information and communications technology usage in Europe and Turkey,https://datastudio.google.com/open/0B1gVdNP94twYam1JVWwzN3hMZDA,skipped_embed_access_disabled,
116,Super Bowl Commercial Viewer Statistics,Looker Studio,Adlava,https://adlava.com/,,,https://datastudio.google.com/reporting/0BxQlVGbUWb7tMTVEalJ2dG1Oc28/thumbnail?sz=w320-h240-p-k-nu,,Community,curated,unverified,review,0,https://datastudio.google.com/gallery?category=community,Community,2026-08-11T11:38:58,Explore statistics of users viewing US Super Bowls,https://datastudio.google.com/open/0BxQlVGbUWb7tMTVEalJ2dG1Oc28,skipped_missing_report,
117,eCommerce Speed,Looker Studio,Canonicalized,https://canonicalized.com/,https://datastudio.google.com/reporting/0B-7yurpNRXouUzNibGNsYlBzT2s/page/kKrB,,https://datastudio.google.com/reporting/0B-7yurpNRXouUzNibGNsYlBzT2s/thumbnail?sz=w320-h240-p-k-nu,,Community,curated,unverified,review,0,https://datastudio.google.com/gallery?category=community,Community,2026-08-11T11:39:04,Compare the impact of site performance to site revenue,https://datastudio.google.com/open/0B-7yurpNRXouUzNibGNsYlBzT2s,skipped_embed_access_disabled,
118,Report on travelers visiting the Canary Islands.,Looker Studio,David Israel Rivas Vergara,http://www.davidrivasv.com/,https://datastudio.google.com/reporting/0B8rIzjUv8i35SjkxWnFmdkNhdE0/page/sYTB,,https://datastudio.google.com/reporting/0B8rIzjUv8i35SjkxWnFmdkNhdE0/thumbnail?sz=w320-h240-p-k-nu,,Community,curated,unverified,review,0,https://datastudio.google.com/gallery?category=community,Community,2026-08-11T11:39:16,Tourist data for the Canary Islands from Germany and UK,https://datastudio.google.com/open/0B8rIzjUv8i35SjkxWnFmdkNhdE0,skipped_embed_access_disabled,
119,Basic Google AdWords Dashboard,Looker Studio,Christian Penseler,http://www.christian-penseler.de/,https://datastudio.google.com/reporting/0BzxVL_5BUjZhWm93VHJFZHl3NGs/page/B2GB,,https://datastudio.google.com/reporting/0BzxVL_5BUjZhWm93VHJFZHl3NGs/thumbnail?sz=w320-h240-p-k-nu,,Community,curated,unverified,review,0,https://datastudio.google.com/gallery?category=community,Community,2026-08-11T11:39:27,A nice dashboard highlighting top AdWords metrics,https://datastudio.google.com/open/0BzxVL_5BUjZhWm93VHJFZHl3NGs,skipped_embed_access_disabled,
1,Venn Diagram,Looker Studio,First,https://firstdigital.co.nz/,https://datastudio.google.com/reporting/bbded460-eeaf-46c3-ab9b-db862b1034fc/page/lLgbB,,https://datastudio.google.com/reporting/bbded460-eeaf-46c3-ab9b-db862b1034fc/thumbnail?sz=w320-h240-p-k-nu,,Community Visualizations,curated,unverified,review,990000,https://datastudio.google.com/gallery?category=visualization,Community Visualizations,2026-08-11T11:40:25,Multi Layer Venn Diagram is visualization for the possible logical relations.,https://datastudio.google.com/open/bbded460-eeaf-46c3-ab9b-db862b1034fc,skipped_embed_access_disabled,
3,Violin plot,Looker Studio,Michael Hodge,http://github.com/mshodge,https://datastudio.google.com/reporting/4f46b3a4-3a94-4572-a246-78bb5933abbf/page/N9GUB,,https://datastudio.google.com/reporting/4f46b3a4-3a94-4572-a246-78bb5933abbf/thumbnail?sz=w320-h240-p-k-nu,,Community Visualizations,curated,unverified,review,970000,https://datastudio.google.com/gallery?category=visualization,Community Visualizations,2026-08-11T11:40:49,Violin plots using D3,https://datastudio.google.com/open/4f46b3a4-3a94-4572-a246-78bb5933abbf,skipped_embed_access_disabled,
9,Histogram Community Visualization,Looker Studio,Supermetrics,https://supermetrics.com/,https://datastudio.google.com/reporting/19_gXdgrqtKBxoR39ndZno7T-uIrP_5Nd/page/FmN2,,https://datastudio.google.com/reporting/19_gXdgrqtKBxoR39ndZno7T-uIrP_5Nd/thumbnail?sz=w320-h240-p-k-nu,,Community Visualizations,curated,unverified,review,910000,https://datastudio.google.com/gallery?category=visualization,Community Visualizations,2026-08-11T11:42:02,"Want to see how your campaigns or conversion rates are distributed and spot outliers? Just pick a metric, like conversion rate, and split it by a dimension, like date, and plot it in a histogram.",https://datastudio.google.com/open/19_gXdgrqtKBxoR39ndZno7T-uIrP_5Nd,skipped_embed_access_disabled,
12,Top News Stories of 2019 in Google Search,Looker Studio,Marc Soares,http://www.marcsoares.ca/,https://datastudio.google.com/reporting/57618c5b-07ab-48fa-8fc2-07a8d2076f89/page/xUCAB,,https://datastudio.google.com/reporting/57618c5b-07ab-48fa-8fc2-07a8d2076f89/thumbnail?sz=w320-h240-p-k-nu,,Community Visualizations,curated,unverified,review,880000,https://datastudio.google.com/gallery?category=visualization,Community Visualizations,2026-08-11T11:42:39,Visualizing peaks in search interest for the top news stories of 2019.,https://datastudio.google.com/open/57618c5b-07ab-48fa-8fc2-07a8d2076f89,skipped_embed_access_disabled,
13,Waterfall Visualization,Looker Studio,Google,https://datastudio.google.com/,https://datastudio.google.com/reporting/2877bf33-d714-406c-b49e-0c90c11092b5/page/0ax8,,https://datastudio.google.com/reporting/2877bf33-d714-406c-b49e-0c90c11092b5/thumbnail?sz=w320-h240-p-k-nu,,Community Visualizations,curated,unverified,review,870000,https://datastudio.google.com/gallery?category=visualization,Community Visualizations,2026-08-11T11:42:51,A waterfall chart. Shows how values add or subtract from a starting value.,https://datastudio.google.com/open/2877bf33-d714-406c-b49e-0c90c11092b5,skipped_embed_access_disabled,
14,Candlestick Visualization,Looker Studio,Google,https://datastudio.google.com/,https://datastudio.google.com/reporting/d905c2e2-da7e-43ad-97ea-ddcce15f1540/page/Fcx8,,https://datastudio.google.com/reporting/d905c2e2-da7e-43ad-97ea-ddcce15f1540/thumbnail?sz=w320-h240-p-k-nu,,Community Visualizations,curated,unverified,review,860000,https://datastudio.google.com/gallery?category=visualization,Community Visualizations,2026-08-11T11:43:03,A candlestick chart. Shows an opening and closing value with a total variance.,https://datastudio.google.com/open/d905c2e2-da7e-43ad-97ea-ddcce15f1540,skipped_embed_access_disabled,
15,Funnel Visualization Using Just Metrics,Looker Studio,PowerMyAnalytics,https://www.powermyanalytics.com/,https://datastudio.google.com/reporting/1Iv4MphSjGXrHrBuQY65Zp6eAJHFvrgEZ/page/fnv3,,https://datastudio.google.com/reporting/1Iv4MphSjGXrHrBuQY65Zp6eAJHFvrgEZ/thumbnail?sz=w320-h240-p-k-nu,,Community Visualizations,curated,unverified,review,850000,https://datastudio.google.com/gallery?category=visualization,Community Visualizations,2026-08-11T11:43:15,A basic funnel that visualizes the percent drop-off between a set of metrics.,https://datastudio.google.com/open/1Iv4MphSjGXrHrBuQY65Zp6eAJHFvrgEZ,skipped_embed_access_disabled,
16,Chord Diagram – Email Interactions,Looker Studio,Email Meter,https://emailmeter.com/?utm_source=marketing&utm_medium=datastudio&utm_campaign=comviz_gallery,https://datastudio.google.com/reporting/19V-Ek7NWSJZpki4EqeJ0vqg7zwqaGLPZ/page/1Q09,,https://datastudio.google.com/reporting/19V-Ek7NWSJZpki4EqeJ0vqg7zwqaGLPZ/thumbnail?sz=w320-h240-p-k-nu,,Community Visualizations,curated,unverified,review,840000,https://datastudio.google.com/gallery?category=visualization,Community Visualizations,2026-08-11T11:43:27,"Visualizing email interactions with a Chord Diagram, a great way to display any kind of relationship between dimensions.",https://datastudio.google.com/open/19V-Ek7NWSJZpki4EqeJ0vqg7zwqaGLPZ,skipped_embed_access_disabled,
17,Supermetrics Custom Visualization Package,Looker Studio,Supermetrics,https://supermetrics.com/,https://datastudio.google.com/reporting/1_zdV7RiWNR3BPEc0xhVFFFsFYppEFw3s/page/YjI4,,https://datastudio.google.com/reporting/1_zdV7RiWNR3BPEc0xhVFFFsFYppEFw3s/thumbnail?sz=w320-h240-p-k-nu,,Community Visualizations,curated,unverified,review,830000,https://datastudio.google.com/gallery?category=visualization,Community Visualizations,2026-08-11T11:43:39,Supermetrics Community Visualizations package.,https://datastudio.google.com/open/1_zdV7RiWNR3BPEc0xhVFFFsFYppEFw3s,skipped_embed_access_disabled,
18,Star Rating Visualization,Looker Studio,Amanda Schroeder,https://www.bounteous.com/,https://datastudio.google.com/reporting/1qQcyuAIwI45Hv-mszKFBokrmoQFb9xJZ/page/LS04,,https://datastudio.google.com/reporting/1qQcyuAIwI45Hv-mszKFBokrmoQFb9xJZ/thumbnail?sz=w320-h240-p-k-nu,,Community Visualizations,curated,unverified,review,820000,https://datastudio.google.com/gallery?category=visualization,Community Visualizations,2026-08-11T11:43:51,"Star rating chart for products, content, etc.",https://datastudio.google.com/open/1qQcyuAIwI45Hv-mszKFBokrmoQFb9xJZ,skipped_embed_access_disabled,
20,Gauge,Looker Studio,Google,https://datastudio.google.com/,https://datastudio.google.com/reporting/4a94b983-b46f-4b5c-8592-c686fe6b20bf/page/ZKD2,,https://datastudio.google.com/reporting/4a94b983-b46f-4b5c-8592-c686fe6b20bf/thumbnail?sz=w320-h240-p-k-nu,,Community Visualizations,curated,unverified,review,800000,https://datastudio.google.com/gallery?category=visualization,Community Visualizations,2026-08-11T11:44:16,A gauge with a dial. Rendered using Google Charts.,https://datastudio.google.com/open/4a94b983-b46f-4b5c-8592-c686fe6b20bf,skipped_embed_access_disabled,
21,Custom Viz: Highcharts JS and CSS,Looker Studio,CompassRed,https://www.compassred.com/,https://datastudio.google.com/reporting/a45548c7-abdb-4587-aeaa-9af58ae241d5/page/vnh5,,https://datastudio.google.com/reporting/a45548c7-abdb-4587-aeaa-9af58ae241d5/thumbnail?sz=w320-h240-p-k-nu,,Community Visualizations,curated,unverified,review,790000,https://datastudio.google.com/gallery?category=visualization,Community Visualizations,2026-08-11T11:44:28,Proof of concept custom visualization report exploring an external JS library (Highcharts) component and custom CSS text elements.,https://datastudio.google.com/open/a45548c7-abdb-4587-aeaa-9af58ae241d5,skipped_embed_system_error,
23,Hot Shots: The Top Shooters in the NHL,Looker Studio,Marc Soares,http://www.marcsoares.ca/,https://datastudio.google.com/reporting/5727d468-290f-4b00-b73d-9f88f036e3a7/page/RXkp,,https://datastudio.google.com/reporting/5727d468-290f-4b00-b73d-9f88f036e3a7/thumbnail?sz=w320-h240-p-k-nu,,Community Visualizations,curated,unverified,review,770000,https://datastudio.google.com/gallery?category=visualization,Community Visualizations,2026-08-11T11:44:53,Mapping the most frequent shooting positions for the NHL's top shooters.,https://datastudio.google.com/open/5727d468-290f-4b00-b73d-9f88f036e3a7,skipped_embed_access_disabled,
25,Sunburst Chart,Looker Studio,Yulan Lin,https://twitter.com/y3l2n,https://datastudio.google.com/reporting/1rqtvy5I1GjeJNkSxSDKvZfTukzto9PtI/page/MM13,,https://datastudio.google.com/reporting/1rqtvy5I1GjeJNkSxSDKvZfTukzto9PtI/thumbnail?sz=w320-h240-p-k-nu,,Community Visualizations,curated,unverified,review,750000,https://datastudio.google.com/gallery?category=visualization,Community Visualizations,2026-08-11T11:45:18,A sunburst visualization built with D3.js,https://datastudio.google.com/open/1rqtvy5I1GjeJNkSxSDKvZfTukzto9PtI,skipped_embed_access_disabled,
26,Heatmap Chart,Looker Studio,Yulan Lin,https://twitter.com/y3l2n,https://datastudio.google.com/reporting/1rvY8wWp3uhlj6daGi_Y2XXvuf7bBcjsi/page/gP13,,https://datastudio.google.com/reporting/1rvY8wWp3uhlj6daGi_Y2XXvuf7bBcjsi/thumbnail?sz=w320-h240-p-k-nu,,Community Visualizations,curated,unverified,review,740000,https://datastudio.google.com/gallery?category=visualization,Community Visualizations,2026-08-11T11:45:31,A heatmap chart with chart interactions,https://datastudio.google.com/open/1rvY8wWp3uhlj6daGi_Y2XXvuf7bBcjsi,skipped_embed_access_disabled,
27,Sankey Diagram,Looker Studio,Yulan Lin,https://twitter.com/y3l2n,https://datastudio.google.com/reporting/1hdqhp5dK31BcFInZzmaQOEQdVB54D4gz/page/j9DU,,https://datastudio.google.com/reporting/1hdqhp5dK31BcFInZzmaQOEQdVB54D4gz/thumbnail?sz=w320-h240-p-k-nu,,Community Visualizations,curated,unverified,review,730000,https://datastudio.google.com/gallery?category=visualization,Community Visualizations,2026-08-11T11:45:43,A sankey diagram built with D3.js,https://datastudio.google.com/open/1hdqhp5dK31BcFInZzmaQOEQdVB54D4gz,skipped_embed_access_disabled,
28,Hexbin Map,Looker Studio,Ralph Spandl — r42,https://twitter.com/ralph_spandl,https://datastudio.google.com/reporting/09fd83d4-4e99-41bb-853a-30e720a716dc/page/cY2z,,https://datastudio.google.com/reporting/09fd83d4-4e99-41bb-853a-30e720a716dc/thumbnail?sz=w320-h240-p-k-nu,,Community Visualizations,curated,unverified,review,720000,https://datastudio.google.com/gallery?category=visualization,Community Visualizations,2026-08-11T11:45:55,Data Studio chart which creates maps with hexagons for over 200 countries,https://datastudio.google.com/open/09fd83d4-4e99-41bb-853a-30e720a716dc,skipped_embed_access_disabled,
29,Timeplot,Looker Studio,Ralph Spandl — r42,https://twitter.com/ralph_spandl,https://datastudio.google.com/reporting/1l-t02IpP-hx0mEVNSbqTLL8wCSTZG5Lf/page/mNHw,,https://datastudio.google.com/reporting/1l-t02IpP-hx0mEVNSbqTLL8wCSTZG5Lf/thumbnail?sz=w320-h240-p-k-nu,,Community Visualizations,curated,unverified,review,710000,https://datastudio.google.com/gallery?category=visualization,Community Visualizations,2026-08-11T11:46:07,Scatterplot with timeline as x-axis,https://datastudio.google.com/open/1l-t02IpP-hx0mEVNSbqTLL8wCSTZG5Lf,skipped_embed_access_disabled,
30,Sunburst Visualization with drill-down,Looker Studio,Ralph Spandl — r42,https://twitter.com/ralph_spandl,https://datastudio.google.com/reporting/1p06tzmnFLNbY92hC2HjYWmjPRmpBI-gK/page/uoylB,,https://datastudio.google.com/reporting/1p06tzmnFLNbY92hC2HjYWmjPRmpBI-gK/thumbnail?sz=w320-h240-p-k-nu,,Community Visualizations,curated,unverified,review,700000,https://datastudio.google.com/gallery?category=visualization,Community Visualizations,2026-08-11T11:46:19,Sunburst Visualization with drill-down,https://datastudio.google.com/open/1p06tzmnFLNbY92hC2HjYWmjPRmpBI-gK,skipped_embed_access_disabled,
31,Animated Bar Chart,Looker Studio,Michael Whitaker,https://www.michaelwhitaker.com/about.html,https://datastudio.google.com/reporting/1bV_L9veuWx8KZgVCxRsUCODGa4tKbHSE/page/jOly,,https://datastudio.google.com/reporting/1bV_L9veuWx8KZgVCxRsUCODGa4tKbHSE/thumbnail?sz=w320-h240-p-k-nu,,Community Visualizations,curated,unverified,review,690000,https://datastudio.google.com/gallery?category=visualization,Community Visualizations,2026-08-11T11:46:31,Visualize and animate your top data points over time,https://datastudio.google.com/open/1bV_L9veuWx8KZgVCxRsUCODGa4tKbHSE,skipped_embed_access_disabled,
